Post,ContainsOrNot
Q: Joiieeeee:) I LaLaLovee Youu  <3<br>A: ahaha,0
Q: lmao.. &quot;yurr reall funny skinny ass bitchh&quot;.. hm.. that isn&#039;t really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrr<br>A: ahhaha yuurr funnyy reall funny ndd i dntt want hatt guy too comee bckk too mee anyyy moree.ndd yeahh i suck at tlking shit.?i jstt dntt tlk shitt over thiss i wouldd tlk itt to yuurr face iff i knew whoo thiss wass.BITCH.! gett a life ndd stopp worrying aboutt mines.....!,1
Q: lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly ass<br>A: wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face.bitchh..!scard too gett fuckedd uuppp...!?!?! yurr reall funny skinny ass bitchh,1
Q: piratee&#039;s or ninja&#039;s? Ahah<br>A: pirateesss .,0
Q: really. travis?<br>A: watt yuu meann...?,0
Q: shit talkin bitch<br>A: wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,1
Q: still a bitch :]<br>A: oh wow okay butt yuurr thee onee thattss tlking shittt....cuzz idntt evnn knoo whooo thiisss iss...!,1
Q: Suck it<br>A: ahaha all readyy h,1
Q: uhm i think i love me some freaking joie thasss right  <3 :D<br>A: ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0
Q: What do you think is your most attractive feature?<br>A: uhmmm ?,0
Q: What&#039;s your favorite drink?<br>A: lemenadeee(:,0
Q: Who do you like?<br>A: ummm.....ahhh hottt seniorrr(:,0
Q: Who is ur lover???<br>A: welll forr righhtt noww no onee iss_):,0
Q: Who&#039;s the most talented person you know?<br>A: uhm (:,0
Q: why do u try so damn hard to fit in just be  your fucking self if you know how<br>A: ahahah funny,1
Q: whyy aree youu suchh aa faggottt(:<br>A: ahahaha i noo,1
Q: you a sexxyy mommma =)<br>A: Ahaha thanks,0
Q: your such a slut!!!!!!!!!! vvv<br>A: umm okkkayy thankss_(:,1
Q: your ugly.<br>A: oohhh well thanksss yuuur soo,1
Q: <3 I love you  you&#039;re so beautiful.  I wanna be your boyfriend too.<br>A: sure you do liar,0
Q: &quot;I have one for your information&quot; WTF. That&#039;s MY LIFE  NOT YOURS. You best think twice before you try to steal my stuff  bitch.<br>A: BITCH WHO THE FUCK SAID I WAS STEALIING YOUR STUFF? DUMB FUCK,1
Q: &quot;Show your face Anonymous&quot; WTF?! You make no sense you fake ugly bitch<br>A: i never said i did,1
Q: (: Stop hating on my page  kthx.<br>A: why would i wanna hate on you?,1
Q: (:<br>A: : ),0
Q: (girls)Can you belly dance?r (guys)can you break dance?<br>A: haha no,0
Q: ..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3<br>A: i can say more  IM NOT FAKE,1
Q: :(<br>A: D:,0
Q: :] im sorry  im not the one being a fake of some lady lol comeon now >.> be your damn self (: and im not fucking mental  i know what js means. i think you need to stfu and get a damn life instead of beng on here and faking some girl ; btw NICE COMEBACK!<br>A: I didn;t say you were mental i put that because some people don't what means duh. Your comebacks suck too,1
Q: :] you are fake though :D ? that makes no sense lolol why would you keep faking all these formsprings  your stuuupid :p we all know the real ashlee girls formspring already  soo fuck off may you?<br>A: bitch i aint fake she is,1
Q: :3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :]<br>A: your retarded,1
Q: `` im very sexy `` My fucking ass. duuude that made me laugh so fucking hardd(: thank&#039;s for making my day ;D<br>A: your welcome faggot,1
Q: 13?r you&#039;re at the perfect age to learn how to suck dick and give hand jobs.<br>A: SICKO,1
Q: 484 264 3364 ; you should call me.<br>A: okay.,0
Q: ahaha my mom is dead :) but thanks ugly ass bitch that NO BODY knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of :) alright bitch.<br>A: you ain't pretty pshh don't make me laugh,1
Q: and you called me fat why?<br>A: i don't know I'm sorry,1
Q: are you fake?<br>A: No are you,1
Q: are you famous or something? i haven&#039;t heard of you.. [x<br>A: Nopee,1
Q: are you fat?<br>A: nope,0
Q: Are You Good At Hangman? I Suck At It >.<<br>A: no,0
Q: are you mental? she made a proof video! you cant lie<br>A: are you,1
Q: Are you ready to start school? I am <3.<br>A: yea >_<,0
Q: are you single?<br>A: yea,0
Q: ashlee cyrus florida  Hey im ashlee im tired of everyone commenting on my damn formspring talking shit<br>A: okay?,1
Q: ashlee cyrus...r cyrus is a lame last name.r everyone knows if your a cyrus  you gotta be fake  and you&#039;re probably reall ugly in real life.r LMFAO.<br>A: duh of course cyrus isn't my real last name it's my fake last name.,1
Q: ashlee....i&#039;ve had the biggest crush on you for awhile!  i don&#039;t go on here a lot.  but please message me on www.findersingle.com under the username &quot;wishfulthinker&quot;.  please don&#039;t get all weird.  =)<br>A: NO NO!!!!!!!!!!!,0
Q: Ask me anythInclude Your User Info   ing<br>A: who are u?,0
Q: baha  actually  im going to go on now :) BITCH ARE YOU FUCKING STUPID? >.> the REAL ashlee has a proof video  your dumb  your probably just some old man behind a computer screen<3 go fuck yourself<3<br>A: nope,1
Q: Basicc Information -  Name ? Age ? Location ? Grade ?<br>A: ashlee 13 florida 7th,0
Q: best lil wayne song?<br>A: umm idk,0
Q: Best thing that happened to you this summer? :]<br>A: nothing really,0
Q: BETTY IS LIKE ADORABLE. YOU LOOK LIKE A CRACK HEADS SHIT IN A TOILET MY DEAR<br>A: that doesn't even make sense,1
Q: BITCH STFU AT LEAST I RECOGNIZE MYSELF NOT LYK U<br>A: should i care bitch,1
Q: bob<br>A: pepe?,0
Q: but your fake!!<br>A: I'm not fake (:,1
Q: Call me tomorrow at 7:00 AM.<br>A: OK,0
Q: Chick? Are you a fucking lesbain?<br>A: No are you,1
Q: Chicken Or Hamburgers?<br>A: chicken <3333,0
Q: cuter<br>A: me?,0
Q: cyrus?<br>A: stalker?,0
Q: do i even know you ? and why the fuck are you leaving shit on my wall. seriously?get a life.<br>A: cuz i felt like it :) i have one,1
Q: do i know you?<br>A: Do I know you?,0
Q: Do words really hurt you?<br>A: no,0
Q: do you curse?<br>A: yea,0
Q: Do you hate when people give short boring answers to your questions?<br>A: yea all the time,0
Q: Do you know anyone who will do almost  anything for attention? -_- .<br>A: yea my sister,0
Q: do you like adtf<br>A: yea,0
Q: do you like bodtf?<br>A: yea :),0
Q: do you like nevershoutnever<br>A: kinda,0
Q: Do you like to clean?<br>A: yea i don't like it when it's dirty,0
Q: Do you like your name?<br>A: yea :),0
Q: Do you love Twilight as much as this? I bet this will be your new homepage. http://MyTwilightSearch.com<br>A: ew i hate twilight,0
Q: Do you miss your hometown?<br>A: lol no,0
Q: do you think you could make it in the woods with just camping supplys for a week? {no cellphone.)<br>A: hell no,0
Q: Does it bother you when strangers try to tell you what to do?<br>A: yea -__-,0
Q: Does it make you mad you have tonsssss of hate groups on myspace?<br>A: I don't care anymore,1
Q: does your bedroom door have a lock on it?<br>A: no,0
Q: Don&#039;t call her a bitch vv<br>A: just did,1
Q: Don&#039;t You Hate How People Make Fake Celerbity Pages? >.<<br>A: yea that is sooo annoying,0
Q: dont you hate it when people are only dating for about 2 days and they put &quot;i love (the persons name)&quot; on there statuses and stuff? I do >.<<br>A: i hate that so much,0
Q: DUDE  ARE YOU SERIOUS YOUR SO STUPIDDDD >.> STFU!:) and btw  if your tired of people talking shit on your form spring  delete this accountt >.> and be yourself  are you that bad?<br>A: not as stupid as you js[just saying],1
Q: dude  ewwwwr go home roger<br>A: back at you,1
Q: dude it seems like everyone hates you. you should just delete all your socialing sites. (:<br>A: should i care?,1
Q: Dude she&#039;s faking herself  no one else in the world would fake her!<br>A: No im not,1
Q: Ever been in a gang? :O<br>A: no,0
Q: ever dyed your hair? if so how many times?<br>A: never,0
Q: Everyone Look  This Girl Was Using Missy Lockes Pictures And I Told Her She Was Fake  Then She Was Like Im Not Fake  Then She Took Bettys Pictures. SHES DUMB! http://www.formspring.me/LMT23<br>A: k,1
Q: ew you&#039;re gross. ugly. BITCH<br>A: not as gross as you bitch,1
Q: ewwwwwwww<br>A: okay i know im ew,1
Q: Faaaaake. :D<br>A: I am not fake,1
Q: fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake<br>A: Your fake,1
Q: fake!<br>A: I'm not fake,1
Q: Fake.<br>A: your fake,1
Q: Faveee Timee - Sport ?<br>A: volleyball,0
Q: favorite band<br>A: hm i don't have one,0
Q: favorite color?<br>A: purple : ),0
Q: favorite song?<br>A: hmm probably Alejandro by lady gaga,0
Q: favorite song?<br>A: I already answered that,0
Q: Favve Song ?<br>A: alejandro by lady gaga,0
Q: get a life you twisted bitch!<br>A: You get a life,1
Q: get naked<br>A: Ew no,1
Q: GIRLS - Do|Have you cheered? GUYS - Do|Have you played football? :]<br>A: nope,0
Q: GIRLS; Have You Ever Faught Over A Guy? What Happened? GUYS; Has A Girl Ever Faugh Over You? What Happened? :]<br>A: nooo,0
Q: GO TO HELL xD<br>A: you go to hell ugly wannabe scene chick.,1
Q: Grosss! Your face is nasty<br>A: so is yours,1
Q: Grosss! Your face is nasty<br>A: so is yours you don't see me complaining,1
Q: guess what you should do? GET A LIFE. I don&#039;t even know you so why would you even start shit with me?! Seriously  you must be a bit messed up in the head. Pathetic.<br>A: i have one for your information Nope i ain't messed up,1
Q: GUYS- What do you hate most about girls?  GIRLS- What do you hate most about guys?<br>A: they can be annoying,0
Q: haha lifeless cunt stop writing on my wall you shit faced slut<br>A: yo mamma,1
Q: Have you ever been to Georgia<33? :]<br>A: no but i wanna go their,0
Q: Have you ever hated that you loved someone? >.<<br>A: not really,0
Q: Have you ever went to someones page &amp; seen them asking theirselves questions  But when you ask them about it  they deny it? I&#039;ve seen it -_-<br>A: yea that is sooo stupid,1
Q: heey. how many other formsprings do u have? like 50? damn. get a life.<br>A: you care why?,1
Q: hello.<br>A: hey?,0
Q: here&#039;s a cookie eat it : D<br>A: Yay nom nom,1
Q: Hey  it&#039;s your cousin again :] When are you coming to visit us? I&#039;m gonna make a formspring :]<br>A: idk,0
Q: hey everyone  this is the girl that fakes ta<br>A: k,1
Q: Hey im ashlee im tired of everyone commenting on my damn formspring talking shit<br>A: ..........,1
Q: Hey im ashlee im tired of everyone commenting on my damn formspring talking shit<br>A: ///,1
Q: hey why dont you go kill yourself alot of ppl would be really happy :)<br>A: why would i wanna do that?,1
Q: heyyy  your an ugly fucking bitch  you think your sexy? haha  you ain&#039;t shit besides an ugly bitch. &amp; beware of what? ill fucking put your shit on blast. fucking stupid ass cunt. fuck off  &amp; stop hatein on peoples pages before i go off on your ugly ass.<br>A: please bitch what are you going to do nothing. If i were i would get a life,1
Q: hi asslee asshole :D<br>A: Hi anonymous,1
Q: Hi you smelly rotten poo. You smell like pigs vomit! Did you just go to the toilet? I wondered what that smell was  you missed the toilet and it fell on your ugly clothes  are you poor? You stink like hamster poo. I&#039;d love to ram a metal pole up your ass.<br>A: I'd love to see you get hit by a car :),1
Q: hi you&#039;re ashlee and you&#039;re not 16 and you&#039;re ugly as hell so beware bye ;)<br>A: if i were you i wouldn't be talking beth (:,1
Q: hi<br>A: Hey,0
Q: hi<br>A: hey (;,0
Q: Hmm  What Questionss? Inbox Me Some Ideas ;]<br>A: sure,0
Q: how are you?<br>A: Great you?,0
Q: how is your mom<br>A: great  yours?,0
Q: How Many Siblings Do You Have?<br>A: 1,0
Q: How many silly bands do you own? :]<br>A: none,0
Q: How much do you have sex?<br>A: what type of question is that sicko,1
Q: how often do you go to the salon and get something done to your hair?<br>A: like twice a month,0
Q: How old are you?<br>A: does it matter,0
Q: http://files.formspring.me/profile/20100511/4bea173ca6455_thumb.jpg<br>A: stalkerrrr,0
Q: I don&#039;t know you  and I&#039;ve never said ur ugly. please dot comment on my looks.<br>A: learn how to spell (:,1
Q: i dont know you  but you seem like a bitch<br>A: I'm not,1
Q: i found you on jensens thingie. i cant really see your picture but i guess your cute?<br>A: on what? thanks (:,0
Q: I Hate When Formspring Messes Up  Don&#039;t You ? -_-<br>A: sometimes,0
Q: i hate when people are mad at for no reason at all...what about you?<br>A: i dislike that,0
Q: i hope your asswhole gets sniffed by aids<br>A: Hope you get aids (:,1
Q: I know  they&#039;re amazing!! The singer Jeremy McKinnon is soooooo funny :) He loved giving me high fives. My shirt is so cool too. It&#039;s with a fat guy on it. lol. Do you know the band August Burns Red?<br>A: dude like i said your so lucky! no,0
Q: i like how everyone writes you just to insult you. seriously  all your questions are dissing you! HAHAH.<br>A: Are you sure im not dissing you,1
Q: i like yur bg<br>A: thanks,0
Q: I LOVE ADTR! VvV They&#039;re my fav. I know every song by heart.<br>A: serious? they are a good band :D,0
Q: i never said that i&#039;m 16 or that i&#039;m sexy. dumbasssssss<br>A: are you sure bitch?,1
Q: I really wanna take you downn ;] ( It&#039;s a song! ) lmfaoo .<br>A: lmfao i thought something else,0
Q: i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?<br>A: lame ass joke you can't do shit,1
Q: I&#039;m not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls  and you want attention. Dumbfuck.<br>A: i dont fake myself,1
Q: i&#039;m not fake (:r sorry.<br>A: liar,1
Q: If you had to perform at the circus  what trick would you do?<br>A: idk........,0
Q: If Your Going To Be Rude &amp; Give Smart Ass Answers; We Will Unfollow You. :]<br>A: okay,1
Q: im a big fan of betty and u is ugler than her so fuck up bitch u ugly shit head<br>A: oh wow should i care,1
Q: im bored<br>A: same here :,0
Q: Is There Anyone You Wish You Never Met? -_-<br>A: no,0
Q: It&#039;s your cousin again lol :] why is everyone saying your fake?<br>A: they are stupid,1
Q: its cool how you swear when your only 13 :)<br>A: i know,0
Q: lala<br>A: lololol,0
Q: Learn how to spell? Learn how to tell apart a typo from a spelling error.   And learn how to be a proper fake.<br>A: you learn to keep your damn mouth shut,1
Q: LMFAO  you&#039;re fucking creepy &amp; must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes. Quit thinking everyone wants to be you  &amp; they copy you. No one would fake you. I&#039;m sorry your such a pathetic poser.<br>A: your the one who is creepy stalker,1
Q: lyrics for You Should Have Killed Me When You Had The Chance ADTR<br>A: So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time?  The writings on the wall  you've read that I'll be gone  but if you call my name Just know that I'll come running  for one more night to spare with you This is where I'm meant to be  please don't leave me  Iu2019ve read these stories a thousand times  and now Iu2019ll rewrite them all Youu2019re meddling in an anger you canu2019t control She means the world to me  so hold your serpent tongue Is a whores lies worth dying for? I'll just take my time  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time?  The writings on the wall  you've read that I'll be gone  but if you call my name Just know that I'll come running  for one more night to spare with you This is where I'm meant to be  please don't leave me  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor when I'm done  But should I write it all off? But should I write it all off? But should I write it all off? (You should have killed me when you had the chance) But should I... ? (You should have killed me when you had the chance) You should have killed me when you had the chance You should have killed me when you had the chance,0
